state,elected,preferred_candidate1,polarity1,subjectivity1,top_theme_1_1,top_theme_2_1,top_theme_3_1,net_candidate_score1,trump_candidate1,trump_polarity1,trump_subjectivity1,hillary_candidate1,hillary_polarity1,hillary_subjectivity1,preferred_candidate2,polarity2,subjectivity2,top_theme_1_2,top_theme_2_2,top_theme_3_2,net_candidate_score2,trump_candidate2,trump_polarity2,trump_subjectivity2,hillary_candidate2,hillary_polarity2,hillary_subjectivity2,preferred_candidate3,polarity3,subjectivity3,top_theme_1_3,top_theme_2_3,top_theme_3_3,net_candidate_score3,trump_candidate3,trump_polarity3,trump_subjectivity3,hillary_candidate3,hillary_polarity3,hillary_subjectivity3,preferred_candidate4,polarity4,subjectivity4,top_theme_1_4,top_theme_2_4,top_theme_3_4,net_candidate_score4,trump_candidate4,trump_polarity4,trump_subjectivity4,hillary_candidate4,hillary_polarity4,hillary_subjectivity4,preferred_candidate5,polarity5,subjectivity5,top_theme_1_5,top_theme_2_5,top_theme_3_5,net_candidate_score5,trump_candidate5,trump_polarity5,trump_subjectivity5,hillary_candidate5,hillary_polarity5,hillary_subjectivity5
Oregon,Hillary Clinton,Donald Trump,0.085032482,0.288856895,Racial Issues,Make America Great Again,Jobs,0.305906128,0,0.10677321,0.295542405,-0.305906128,0.083390293,0.343598508,Donald Trump,0.088528916,0.300003546,Women,Make America Great Again,Jobs,0.050529007,0,0.063511482,0.294023976,-0.050529007,0.066277906,0.338772812,Donald Trump,0.05043144,0.322803985,Women,Make America Great Again,Racial Issues,0.000553822,0,0.046743787,0.302906572,-0.000553822,0.118862631,0.419189925,Hillary Clinton,0.035281824,0.335782019,Jobs,Racial Issues,Make America Great Again,-0.069003253,0,0.017929724,0.338563842,0.069003253,0.039600639,0.397309527,Hillary Clinton,0.102299296,0.288557758,Make America Great Again,Racial Issues,Women,-0.00787681,-0.009761959,0.121953716,0.281284812,-0.001885149,0.156931085,0.263184283
Pennsylvania,Donald Trump,Donald Trump,0.08561575,0.283495442,Jobs,Tax,Racial Issues,0.221138598,0,0.08342165,0.278346267,-0.221138598,0.048060586,0.335629111,Hillary Clinton,0.095070286,0.290891947,Women,Jobs,Tax,-0.076432755,0,0.058534733,0.27805469,0.076432755,0.056921104,0.31058854,Donald Trump,0.049698116,0.314166445,Women,Make America Great Again,Jobs,0.039621549,0,0.049511297,0.304896242,-0.039621549,0.074778115,0.400034437,Donald Trump,0.048730408,0.320151486,Jobs,Obama,Benghazi,0.098669698,0,0.038003437,0.332226168,-0.098669698,0.0325624,0.338384854,Donald Trump,0.108138451,0.285770355,Make America Great Again,Racial Issues,Women,0.057438112,-0.024654036,0.143407102,0.270116121,-0.082092148,0.108036663,0.262920236
Rhode Island,Hillary Clinton,Donald Trump,0.069259348,0.251070942,Jobs,Racial Issues,Obama,0.224854116,0,0.052109678,0.210556305,-0.224854116,0.065370762,0.353402346,Donald Trump,0.09996566,0.28556033,Jobs,Make America Great Again,Women,0.034088771,0,0.086793388,0.278497344,-0.034088771,0.054163915,0.277194231,Donald Trump,0.049098236,0.303239438,Make America Great Again,Racial Issues,Tax,0.028967743,0,0.061160229,0.273332396,-0.028967743,0.102797155,0.398698153,Donald Trump,0.067188086,0.328772945,Women,Make America Great Again,Jobs,0.044396546,0,0.07557227,0.290844263,-0.044396546,0.039594314,0.323893267,Donald Trump,0.110534692,0.260892952,Racial Issues,Make America Great Again,Jobs,0.239570598,0.123617974,0.17254115,0.251905895,-0.115952624,0.117562817,0.280155714
South Carolina,Donald Trump,Donald Trump,0.078499657,0.277567096,Jobs,Tax,Benghazi,0.338405614,0,0.091118925,0.286994212,-0.338405614,0.024652611,0.365170402,Donald Trump,0.103746212,0.300537992,Jobs,Women,Make America Great Again,0.132777334,0,0.073222548,0.301128693,-0.132777334,0.028130835,0.287197124,Donald Trump,0.05097274,0.312260354,Women,Benghazi,Make America Great Again,0.166304538,0.035850496,0.076410937,0.292641371,-0.130454042,0.047032441,0.355868155,Donald Trump,0.051770739,0.301217319,Jobs,Obama,Benghazi,0.381563828,0.117966628,0.070473621,0.32048361,-0.2635972,0.005758549,0.287343366,Donald Trump,0.109079957,0.267132686,Racial Issues,Make America Great Again,Women,0.176732831,-0.027512177,0.162115234,0.265587223,-0.204245008,0.109176401,0.272001618
South Dakota,Donald Trump,Donald Trump,0.077428338,0.285039942,Benghazi,Tax,Women,0.464574758,0.026580035,0.027518012,0.364838457,-0.437994723,0.078622294,0.346074166,Donald Trump,0.129706916,0.294462062,Racial Issues,Make America Great Again,Women,0.719507235,0.07398568,0.173938595,0.288676995,-0.645521555,0.046404449,0.279582429,Donald Trump,0.046425108,0.304696078,Women,Racial Issues,Tax,0.743096037,0.274815422,0.114716746,0.27584376,-0.468280615,-0.066096538,0.366994023,Donald Trump,0.057969264,0.372632212,Make America Great Again,Obama,Women,0.288006665,0,0.092149917,0.407906082,-0.288006665,-0.01731017,0.492596364,Donald Trump,0.115036997,0.291458555,Make America Great Again,Racial Issues,Women,0.382457787,0.34011299,0.234748444,0.385747241,-0.042344798,0.112251656,0.222374645
Tennessee,Donald Trump,Donald Trump,0.094024997,0.277092761,Jobs,Benghazi,Make America Great Again,0.309483495,0,0.087048251,0.273526411,-0.309483495,0.034008883,0.33780965,Donald Trump,0.104231619,0.297044284,Jobs,Women,Make America Great Again,0.057356111,0,0.072150424,0.295848741,-0.057356111,0.04978089,0.292960805,Donald Trump,0.055174561,0.307824325,Women,Make America Great Again,Racial Issues,0.141590339,0.074377224,0.053148768,0.292040572,-0.067213115,0.044288333,0.369155169,Donald Trump,0.055559757,0.31236577,Obama,Benghazi,Jobs,0.353478864,0.028439983,0.070571411,0.341076025,-0.32503888,0.006027858,0.305768094,Donald Trump,0.119560084,0.278146575,Jobs,Racial Issues,Make America Great Again,0.013821506,-0.207901799,0.166112384,0.276334613,-0.221723306,0.137228756,0.286839992
Texas,Donald Trump,Donald Trump,0.083607204,0.274607958,Jobs,Racial Issues,Benghazi,0.275827891,0,0.069625735,0.275805944,-0.275827891,0.045349124,0.325965005,Donald Trump,0.095010491,0.293774411,Tax,Women,Make America Great Again,0.087444347,0,0.070940791,0.292601439,-0.087444347,0.038571653,0.293210293,Donald Trump,0.050850743,0.30688962,Women,Jobs,Tax,0.126603511,0,0.05018568,0.288761203,-0.126603511,0.047016819,0.373916146,Donald Trump,0.048890964,0.317839003,Obama,Make America Great Again,Racial Issues,0.188301222,0,0.051754469,0.346477927,-0.188301222,0.01578914,0.309718448,Hillary Clinton,0.096638719,0.263075215,Make America Great Again,Racial Issues,Women,-0.014279282,-0.261730376,0.154914428,0.27054605,-0.247451095,0.099644781,0.24576756
Utah,Donald Trump,Donald Trump,0.078760932,0.274199054,Jobs,Racial Issues,Make America Great Again,0.225287782,0,0.081710376,0.275652572,-0.225287782,0.071092827,0.31052111,Donald Trump,0.084972979,0.286689507,Jobs,Make America Great Again,Law,0.225078021,0,0.057500505,0.291861639,-0.225078021,-0.011253132,0.301115931,Donald Trump,0.053546879,0.315617418,Women,Make America Great Again,Racial Issues,0.037536899,0,0.046957342,0.335270029,-0.037536899,0.08583992,0.371416116,Hillary Clinton,0.059362283,0.351210016,Women,Obama,Abortion,-0.127870394,0,0.010567612,0.319577565,0.127870394,0.038358313,0.371620416,Donald Trump,0.099896898,0.278698491,Racial Issues,Women,Jobs,0.042230478,-0.089174585,0.149315491,0.27154828,-0.131405063,0.158549481,0.279704412
Vermont,Hillary Clinton,Hillary Clinton,0.063097731,0.270809876,Jobs,Foreign Policy,Global Warming,-0.180340906,0,0.031133571,0.25475826,0.180340906,0.127680659,0.336364811,Donald Trump,0.069082471,0.281670445,Make America Great Again,Jobs,Women,0.070189734,0,0.042787769,0.297094781,-0.070189734,0.046486476,0.405519988,Donald Trump,0.032951752,0.310475427,Racial Issues,Women,Bernie Sanders,0.024002052,0,0.039236239,0.285525933,-0.024002052,0.05358867,0.464899912,Hillary Clinton,0.038507337,0.313414959,Women,Make America Great Again,Benghazi,-0.00488421,0,-0.008105432,0.305232294,0.00488421,0.014808816,0.371055238,Donald Trump,0.119823271,0.295817132,Make America Great Again,Racial Issues,Bernie Sanders,0.283507319,0.115279125,0.172710474,0.302182314,-0.168228194,0.126230357,0.202586038
Virginia,Hillary Clinton,Donald Trump,0.092419219,0.284930358,Jobs,Foreign Policy,Benghazi,0.158481461,0,0.092065206,0.277959484,-0.158481461,0.071547877,0.356747246,Hillary Clinton,0.101659748,0.300580353,Jobs,Law,Tax,-0.200178025,0,0.031327781,0.282143466,0.200178025,0.052614098,0.30990411,Donald Trump,0.046358599,0.312428844,Women,Make America Great Again,Tax,0.081194805,0,0.04355134,0.304514384,-0.081194805,0.059755665,0.379169545,Donald Trump,0.054822432,0.317846183,Jobs,Abortion,Benghazi,0.282898195,0,0.068211946,0.330858539,-0.282898195,0.016194061,0.32826609,Donald Trump,0.104518124,0.267675442,Racial Issues,Make America Great Again,Women,0.094045523,-0.025025221,0.13854313,0.262529526,-0.119070744,0.159455317,0.258395535
Washington,Hillary Clinton,Donald Trump,0.078124844,0.276964241,Jobs,Racial Issues,Foreign Policy,0.146051373,0,0.077252904,0.277951699,-0.146051373,0.086539634,0.350933912,Hillary Clinton,0.079316807,0.293017146,Jobs,Tax,Women,-0.03485933,0,0.039203858,0.314646207,0.03485933,0.061332244,0.314127749,Hillary Clinton,0.041420564,0.309629209,Women,Racial Issues,Make America Great Again,-0.078159731,0,0.029993518,0.306149299,0.078159731,0.112280769,0.414014608,Hillary Clinton,0.049043671,0.344209281,Abortion,Women,Jobs,-0.051743158,0,0.039443735,0.34414132,0.051743158,0.055637193,0.380410916,Donald Trump,0.106304541,0.287973409,Racial Issues,Women,Jobs,0.009000299,0.010327441,0.14342661,0.291399904,0.001327141,0.180965747,0.263295191
West Virginia,Donald Trump,Donald Trump,0.096187367,0.276499497,Benghazi,Obama,Jobs,0.475976315,0,0.070867285,0.249956962,-0.475976315,0.032928812,0.363400957,Donald Trump,0.109689023,0.295363096,Jobs,Make America Great Again,Law,0.260068213,0,0.083591565,0.31213493,-0.260068213,-0.010389958,0.289640621,Donald Trump,0.063065967,0.320222138,Women,Benghazi,Make America Great Again,0.324316673,0.089521166,0.054554072,0.304141459,-0.234795508,0.031541453,0.382558229,Donald Trump,0.067154532,0.32022465,Benghazi,Jobs,Obama,0.163884846,0,0.08183805,0.352645656,-0.163884846,0.038207753,0.303963999,Donald Trump,0.094876084,0.276837517,Make America Great Again,Women,Jobs,0.270139187,-0.008669106,0.133641783,0.24690265,-0.278808293,-0.020276161,0.312095963
Wisconsin,Donald Trump,Donald Trump,0.07167405,0.282787563,Jobs,Racial Issues,Benghazi,0.219363643,0,0.075284629,0.265703932,-0.219363643,0.042632637,0.328900887,Donald Trump,0.110506843,0.303982605,Tax,Women,Make America Great Again,0.053515155,0,0.073882111,0.284904429,-0.053515155,0.076058894,0.341546815,Donald Trump,0.065694936,0.322940225,Make America Great Again,Racial Issues,Tax,0.175134788,0,0.060820854,0.301373233,-0.175134788,0.081973465,0.399071549,Donald Trump,0.053336392,0.33484698,Jobs,Make America Great Again,Obama,0.023146336,0,0.051887713,0.338696294,-0.023146336,0.055510734,0.38610273,Hillary Clinton,0.11368915,0.289528337,Women,Jobs,Make America Great Again,-0.045464818,-0.058518303,0.115758799,0.263045575,-0.013053485,0.206049945,0.311564839
Wyoming,Donald Trump,Donald Trump,0.098513405,0.287034055,Make America Great Again,Tax,Racial Issues,0.815035386,0.396470913,0.102981572,0.200125754,-0.418564473,-0.08856923,0.335142403,Hillary Clinton,0.11039527,0.300074178,Women,Make America Great Again,Obama,-0.024182584,-0.024182584,0.112516588,0.284790639,0,0.081676738,0.362220505,Donald Trump,0.070536132,0.316336333,Obama,Racial Issues,Women,0.346483396,0.17568,0.061390319,0.317188638,-0.170803396,0.040872147,0.417446332,Donald Trump,0.087172415,0.350816922,Jobs,Women,Benghazi,0.293504762,0.022981168,0.113864394,0.389675168,-0.270523594,0.053332445,0.375672975,Donald Trump,0.102052341,0.242555503,Jobs,Racial Issues,Make America Great Again,0.011131271,-0.356320368,0.103885313,0.268340577,-0.367451639,0.162443878,0.388382653
